Unnamed: 0.1,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,id,mode,popularity,Artist_Track
12760,12760,0.682,0.242,126.389,0.218,0.00103,0.253,4.0,0.606,6,356973,-7.748,0.31,3ZUwAsQeIurCZ1zbdhdrUm,1,8,Mr. Scruff: Bass Baby
12761,12761,0.906,0.061,126.016,0.0592,0.00419,0.586,4.0,0.792,1,184680,-1.538,0.479,6UlvONcL4jXM0pC0CPA48S,1,56,Stereo Mcs: Deep Down & Dirty
12762,12762,0.801,0.0834,163.664,0.248,0.00543,0.0093,4.0,0.267,0,290640,-10.922,0.195,1hT0TlWhCoVbNxaKMI0mzY,1,18,Death In Vegas: Death Threat
12763,12763,0.392,0.552,143.998,0.0399,0.154,0.000362,4.0,0.681,6,239206,-9.735,0.458,791Zj1QoQzJuZAgBuSN1UX,1,35,Faithless: Don'T Leave
12764,12764,0.58,0.306,184.032,0.136,0.457,0.0358,4.0,0.593,3,159827,-9.957,0.384,2x6cncXGMxADmI2apaPdjl,0,24,Télépopmusik: Anyway
12765,12765,0.736,0.0484,134.982,0.156,0.0201,0.00493,4.0,0.837,0,268920,-6.984,0.284,4HhRB5AuuJHI1fRFe2WzlE,1,31,Freestylers: Push Up
12766,12766,0.57,0.223,168.995,0.0588,0.609,0.0172,4.0,0.662,7,164720,-8.723,0.532,2MxJz0sFBZaH5qTka2dPxI,0,21,Faithless: Bluegrass
12767,12767,0.735,0.116,143.459,0.315,0.354,0.00273,4.0,0.741,2,279290,-9.666,0.662,18g5uzr7nG8NDyikT2rKZo,0,18,Tricky: You Don'T
12768,12768,0.439,0.0992,67.149,0.0289,0.0212,1.7e-05,3.0,0.287,4,347907,-8.77,0.0595,6jikvZdW280rFMLoSjSno2,0,18,Sneaker Pimps: Flowers And Silence
12769,12769,0.868,0.282,121.017,0.0506,0.0564,0.268,4.0,0.651,9,203427,-5.536,0.962,5fhoCIcoeDiUyltw3VouVx,0,37,Bent: Magic Love
12770,12770,0.867,0.086,113.055,0.03,0.245,0.0,4.0,0.76,2,211533,-3.58,0.765,1HvFqyjjLO92iSHq1684Nl,1,31,Razorlight: Who Needs Love
12771,12771,0.492,0.103,112.006,0.066,0.179,0.818,4.0,0.85,11,257427,-9.92,0.255,7Bza4aT9Dpp3n8X7szlWyV,1,29,Tosca: John Lee Huber
12772,12772,0.934,0.345,139.423,0.0864,0.0151,0.0,4.0,0.479,1,180013,-2.844,0.658,0iu57MXFlIWxglvQ0UeyAT,0,5,Mystery Jets: The Boy Who Ran Away
12773,12773,0.956,0.139,164.877,0.0643,0.00115,0.0154,4.0,0.321,0,193587,-2.053,0.412,6Mdx9tsDLtKxoP11EJRG8n,1,13,The View: Superstar Tradesman
12774,12774,0.896,0.105,101.955,0.0587,0.173,1.36e-06,4.0,0.736,9,218627,-3.913,0.528,2Eejw1SOBhHt7RjWJH7onO,1,20,The Beautiful South: Perfect 10
12775,12775,0.923,0.607,121.187,0.0867,0.147,0.0,4.0,0.676,6,203387,-5.189,0.759,5awdbHv2XN4M6lXP9KszRh,1,15,Texas: When We Are Together
12776,12776,0.545,0.0762,117.955,0.063,0.542,0.961,4.0,0.219,3,181120,-13.044,0.0959,5fs6XRtS1x8lQx1BumlL2A,0,14,Arovane: Ten Hours
12777,12777,0.669,0.113,87.028,0.168,0.491,0.502,4.0,0.704,8,241053,-5.02,0.878,03U9W4ng4NPKfUbB2omHvW,1,27,Prefuse 73: Choking You
12778,12778,0.971,0.152,141.395,0.0717,0.00186,0.0,4.0,0.309,4,225080,-9.347,0.148,0hS7ADQzLLa3GDL7OxYv8F,0,22,Christian Death: Resurrection - Sixth Communion
12779,12779,0.58,0.074,94.994,0.0276,0.0588,0.0,4.0,0.543,9,191480,-7.046,0.591,0WuTlhk782VCkPyF8Mis6o,0,9,The Crüxshadows: Sleepwalking
12780,12780,0.909,0.156,160.806,0.0866,6.99e-05,2.75e-05,4.0,0.245,7,193347,-5.155,0.389,43XD6KYd3f5VEbMVmt6OIn,1,18,The Horrors: Count In Fives
12781,12781,0.476,0.0857,124.469,0.0449,0.441,0.00781,4.0,0.5,9,245707,-10.575,0.454,1XXnKGbxitQMuOuzEoWKtj,0,22,Pj Harvey: The Dancer
12782,12782,0.953,0.477,156.813,0.233,0.000108,0.0,4.0,0.38,7,238000,-3.542,0.518,0EcN2nHIAZjBbmr4C2o7C1,1,8,Juliette And The Licks: Shelter Your Needs
12783,12783,0.824,0.118,119.965,0.0342,0.00466,5.21e-05,4.0,0.789,2,217133,-4.951,0.844,6xHKf06rc0J9Qc8IPDr3BW,1,19,Electric Six: Rubber Rocket
12784,12784,0.616,0.116,132.334,0.0362,0.00104,0.0266,4.0,0.704,9,194333,-9.617,0.902,39mfFfHz5CPW6118W8Jqhf,0,8,Luscious Jackson: Devotion
12785,12785,0.971,0.326,121.034,0.182,0.00412,0.00232,4.0,0.533,1,164573,-4.306,0.398,4FtghTTqyQnHGU0YfSO00g,0,19,Juliette And The Licks: Hot Kiss
12786,12786,0.914,0.0808,119.888,0.0387,0.000139,0.0425,4.0,0.629,9,409547,-4.08,0.631,0rAzp73odwkix1qjxX7w27,1,11,The Crüxshadows: Leave Me Alone
12787,12787,0.853,0.149,119.98,0.0818,0.0293,0.000999,3.0,0.551,7,297427,-4.757,0.393,3CXgKViV2GX09MqcLGvj99,0,12,Emilie Autumn: Liar (Manic Depressive Mix)
12788,12788,0.346,0.173,112.047,0.0299,0.00166,0.0809,4.0,0.515,2,249067,-12.618,0.221,0lImBIsmTfdkJii71yz99S,1,16,Supergrass: Wait For The Sun
12789,12789,0.484,0.149,78.686,0.0303,0.0557,0.0274,4.0,0.398,9,186413,-11.915,0.473,2UeoWbpdA13hZ7Cou88NP5,0,19,Jane Birkin: Jane B
12790,12790,0.818,0.0736,154.974,0.0541,0.0612,1.63e-05,4.0,0.515,1,301987,-4.546,0.62,7m21WB6QoOusWw9zTPfDHq,1,36,Kate Nash: Mouthwash
12791,12791,0.979,0.0354,130.078,0.274,0.214,2.51e-05,4.0,0.893,4,164253,-6.675,0.606,5Oqk6PDW84o7t9IGyR4vLd,0,2,Bonde Do Rolê: Geremia
12792,12792,0.475,0.0662,112.68,0.0663,0.408,1.57e-06,4.0,0.791,5,198907,-10.203,0.901,3AaPC1M5Vsvt8AcpVlHpsL,1,30,Elvis Costello: Less Than Zero
12793,12793,0.576,0.0995,150.305,0.0318,0.182,3.85e-06,4.0,0.538,4,178400,-14.666,0.86,6Wrt56yyaZJHDdj75wwfvi,1,27,Squeeze: Another Nail In My Heart
12794,12794,0.817,0.0896,161.853,0.0477,0.000524,6.41e-06,4.0,0.371,9,192933,-5.381,0.627,6ufsxlWlsZ3k50EUANiJpt,1,30,The Wombats: Backfire At The Disco
12795,12795,0.806,0.101,94.993,0.265,0.00763,0.00536,4.0,0.803,0,289907,-7.805,0.636,5xXL4i9L2ZbKBtENNh8fWY,1,54,Krs-One: Step Into A World (Rapture'S Delight)
12796,12796,0.925,0.267,162.122,0.0431,9.98e-05,1.38e-05,4.0,0.385,6,161840,-3.357,0.759,1SS3gm0zzgGxgHPXP3uryl,1,21,Sahara Hotnights: Hot Night Crash
12797,12797,0.865,0.959,79.368,0.0541,0.00401,0.834,4.0,0.369,4,205787,-5.468,0.735,4FbzooIJ38imS4KpX04ITZ,1,13,The Von Bondies: Nite Train
12798,12798,0.673,0.094,111.975,0.0293,0.124,0.267,4.0,0.586,0,163107,-7.354,0.758,33hHHLuTajVKq7YuZcY47S,1,6,The Thermals: Ballad Of Big Nothing
12799,12799,0.841,0.791,120.023,0.0434,0.00193,5.34e-05,4.0,0.526,7,274653,-5.748,0.131,3tPtBfhAE4MHO8XLeqqfx9,1,14,Hot Hot Heat: Happiness Ltd.
12800,12800,0.978,0.142,119.879,0.132,0.00091,2.96e-05,4.0,0.62,2,162307,-3.602,0.48,5WwKzyAOGvnNqTIs0Tk8ei,1,41,Tenacious D: Car Chase City
12801,12801,0.721,0.0808,129.99,0.0434,8.7e-06,0.832,4.0,0.66,1,293840,-7.232,0.851,2Cfx1XUznnftOdldLHzAMD,0,2,Boom Bip: The Pinks
12802,12802,0.45,0.401,97.976,0.0372,0.0571,5.45e-05,4.0,0.713,2,245533,-10.026,0.742,7qknPVsQwsKPIoT6zWlpLE,0,24,Tegan And Sara: Come On
12803,12803,0.461,0.0727,100.187,0.0383,0.00311,8.28e-05,4.0,0.604,8,230667,-10.261,0.523,5f9Yi0IwEjW7f1bi3DncHC,0,3,Arab Strap: Serenade
12804,12804,0.961,0.257,157.367,0.112,0.238,7.58e-05,4.0,0.476,6,108480,-2.617,0.71,7K5ih3tHeMpUGDbW8XnRDZ,1,8,The Detroit Cobras: The Real Thing
12805,12805,0.904,0.107,106.129,0.0579,0.00759,0.434,4.0,0.572,11,251200,-5.234,0.819,6loQhXEOFkNF7ZA4YjpFN9,1,6,The Knife: We Share Our Mothers' Health (Ratatat Remix)
12806,12806,0.837,0.199,176.118,0.226,0.093,0.0,4.0,0.613,11,149227,-6.346,0.613,2MnaxcD9bvQna5iC93TQFh,1,20,Danger Mouse & Jemini: Born-A-Mc
12807,12807,0.747,0.121,119.576,0.0532,0.0116,0.91,4.0,0.564,10,316320,-10.18,0.719,7w9QLpc4taEy6qRqDDUJPb,0,18,Dj Cam: Mental Invasion
12808,12808,0.972,0.43,172.178,0.108,0.00181,0.00278,4.0,0.398,0,167227,-3.589,0.844,738RGrIGDbJtZgiKiGWycd,1,13,Juliette And The Licks: Smash And Grab
12809,12809,0.467,0.128,126.674,0.0389,0.143,0.63,4.0,0.751,1,318400,-10.416,0.322,0AFRzbyfg41CoIuAYo4Hsn,0,4,Dj Cam: Meera
12810,12810,0.774,0.239,89.969,0.291,0.03,0.0,4.0,0.786,4,149333,-6.245,0.753,3sTWGcvCD0u2aqTMuIE9cy,0,34,Girl Talk: Too Deep
12811,12811,0.755,0.0656,125.002,0.0796,0.00137,0.000949,4.0,0.855,6,325547,-4.828,0.774,6gJI9JyKuzJfq7GFcctQ7s,1,17,Fannypack: Nu Nu (Yeah Yeah)
12812,12812,0.167,0.0815,90.966,0.0396,0.981,0.000109,4.0,0.479,0,161493,-14.576,0.179,5fNQeANAj41qp1lWKCnpP5,1,22,Hello Saferide: Loneliness Is Better When You'Re Not Alone
12813,12813,0.323,0.8,107.636,0.0487,0.796,0.000662,4.0,0.504,4,282960,-13.664,0.626,3OhfZyABZg2jx2QEwmFGcT,0,29,Maria Peszek: Moje Miasto
12814,12814,0.494,0.139,92.008,0.205,0.0472,0.0,4.0,0.742,1,266240,-9.674,0.174,4CpWJkSodVFE3HSylu7ajJ,1,39,Deltron 3030: Virus
12815,12815,0.957,0.0769,151.993,0.0487,0.00409,0.000606,4.0,0.473,9,387467,-4.112,0.459,08isnwtOrHaLbt6c5vAQoI,1,6,The Crüxshadows: Breathe
12816,12816,0.403,0.555,121.361,0.0548,0.0208,4.29e-05,3.0,0.476,7,162733,-18.275,0.536,1YAlQXgiLY8tck2VcTjo4G,1,19,Pj Harvey: Me-Jane
12817,12817,0.805,0.0702,122.991,0.0414,0.0104,0.725,4.0,0.828,9,411480,-7.25,0.943,7HpWvEpSXI5cOzdzIqEeJ5,1,12,Gossip: Listen Up! (Mstrkrft Remix)
12818,12818,0.662,0.116,180.173,0.364,0.00833,0.156,4.0,0.662,6,241747,-9.235,0.633,2HoinVXGivQoUGO49A1HjN,0,26,Souls Of Mischief: Tell Me Who Profits
12819,12819,0.827,0.0955,104.984,0.212,0.05,0.00014,4.0,0.864,10,137200,-6.497,0.816,6AKRxWjVqwThGpuVzjLE2W,0,31,Girl Talk: Summer Smoke
12820,12820,0.558,0.178,171.827,0.0407,0.171,0.916,4.0,0.62,7,251937,-11.422,0.541,0lOzGDHcPlUB1ZvXMWQ0Oh,1,35,The Chemical Brothers: One Too Many Mornings
12821,12821,0.784,0.0786,161.81,0.139,0.02,0.719,4.0,0.614,7,124307,-6.275,0.484,1BycsHDRaPbWlEet7A13UF,1,17,Kid Koala: Stompin' At Le Savoi
12822,12822,0.774,0.0587,90.053,0.0394,7.82e-05,0.728,4.0,0.513,9,180800,-5.437,0.253,5tZGczanjiF9qwXgsLmpaM,0,11,Pretty Girls Make Graves: Ghosts In The Radio
12823,12823,0.299,0.319,154.561,0.119,0.806,0.0372,4.0,0.388,8,215787,-17.256,0.2,7Lgcvc9saXuCGoMMVJ2kyi,1,6,Tunng: Sweet William
12824,12824,0.858,0.101,98.041,0.303,0.134,0.000198,4.0,0.515,9,436067,-6.691,0.464,2iQKw1mmHuqSblGsIPVHrX,1,24,"Handsome Boy Modeling School: Rock And Roll (Could Never Hip Hop Like This), Part 2"
12825,12825,0.31,0.106,89.993,0.0493,0.739,0.00508,4.0,0.727,0,314027,-13.028,0.326,4ifVhYJzwk1kMPbMqH2ZJ8,0,13,Tunng: Tale From Black
12826,12826,0.739,0.274,149.734,0.0435,0.00126,0.000247,4.0,0.496,11,148693,-10.763,0.809,0RfJWyCIgAVmDmke9UENtz,0,14,The Jam: Standards
12827,12827,0.809,0.119,140.592,0.159,0.13,0.0,4.0,0.745,10,167200,-4.906,0.963,33tJlnNVZGm5m1YAVfBq6C,0,31,Ленинград: Www
12828,12828,0.687,0.18,94.917,0.0328,0.000888,0.845,4.0,0.539,11,237533,-8.594,0.489,0l847ulLUuBs9aXrenaKn6,0,12,Pretty Girls Make Graves: Holy Names
12829,12829,0.689,0.11,149.135,0.274,0.0977,0.00359,4.0,0.754,2,95867,-10.7,0.587,76DOk08Rpgrmg0dUbL1rkY,1,31,Beastie Boys: Funky Boss
12830,12830,0.686,0.342,104.004,0.284,0.13,0.00262,4.0,0.89,1,242053,-6.327,0.606,1DV0FlJoxpooAscaj2I6Uu,1,37,A Tribe Called Quest: Rhythm (Devoted To The Art Of Moving Butts)
12831,12831,0.732,0.0736,89.54,0.239,0.0491,4.33e-06,4.0,0.87,4,267240,-12.371,0.535,7Cv7TSIkW5tNPVCrTGoqcn,0,19,Dr. Octagon: Wild And Crazy
12832,12832,0.922,0.0915,80.275,0.0827,0.0141,0.000638,3.0,0.463,9,193147,-6.152,0.509,2x8kLwGz0RiL2Tos882nZt,1,31,At The Drive-In: Alpha Centauri
12833,12833,0.744,0.545,106.91,0.0304,0.159,0.9,4.0,0.664,10,372987,-7.568,0.578,7trz8t8Uv6Dd3Doyg6yqEM,0,12,Dj Shadow: Giving Up The Ghost (Original Version)
12834,12834,0.595,0.29,80.728,0.108,0.211,0.0,4.0,0.462,0,209705,-10.763,0.779,45k6mrm70Sjx1jQm2unpUg,1,11,The Who: Instant Party Mixture
12835,12835,0.255,0.139,74.987,0.0488,0.59,0.91,4.0,0.686,7,312080,-15.809,0.109,5tVZL97laput3jR03WFqLX,1,15,Helios: Clementine
12836,12836,0.25,0.124,175.027,0.0311,0.954,0.634,4.0,0.305,0,247693,-9.784,0.239,2O4uO8jHAULYH5gMIy9eVD,1,31,Regina Spektor: Another Town
12837,12837,0.648,0.107,128.069,0.036,0.0773,0.676,4.0,0.601,1,413360,-9.263,0.419,58HRUo7AwZfpuDQPfgkilR,1,3,Front 242: Genecide
12838,12838,0.893,0.152,133.033,0.0354,0.00128,0.0244,4.0,0.582,6,308933,-4.249,0.648,79JEPYqNau2Ra45pn1Jt4E,0,8,New Order: Morning Night And Day
12839,12839,0.859,0.297,80.029,0.0592,0.000645,0.289,4.0,0.407,2,140667,-6.811,0.561,397yxib0PGN8IxnmYgK5E3,1,19,Cky: Rio Bravo Remix
12840,12840,0.969,0.088,79.236,0.116,0.000629,0.00282,4.0,0.269,5,240507,-5.966,0.478,5MeSzM4EpAT4tmnhDjeQVQ,1,27,Afi: At A Glance
12841,12841,0.52,0.115,119.745,0.0427,0.818,0.816,4.0,0.483,4,100147,-15.732,0.259,2q3FCCdNCLzLf33C7uv62R,0,2,Apoptygma Berzerk: Walk With Me
12842,12842,0.933,0.674,155.422,0.0941,3.7e-05,0.706,4.0,0.257,2,93733,-9.336,0.202,2sEePfSGImQVlefBoCpTdv,1,10,Hüsker Dü: From The Gut
12843,12843,0.887,0.101,99.962,0.0449,0.00546,0.000815,4.0,0.549,0,191307,-5.215,0.517,7Kt3GowOY4lUSedIxhxaHq,0,9,Rasputina: State Fair
12844,12844,0.819,0.0945,120.405,0.205,0.0614,0.0,4.0,0.589,9,191187,-8.491,0.472,12Pgnvye9Vn1X5e9fAzBiG,1,24,Against Me!: What We Worked For
12845,12845,0.781,0.372,81.257,0.414,0.359,0.0,4.0,0.614,11,163240,-7.071,0.718,1Xhgr424w64DgqsmdB670G,0,9,Ugly Duckling: Meatshake
12846,12846,0.791,0.228,88.354,0.0392,0.000526,0.0042,4.0,0.582,7,202467,-5.18,0.486,17FMoyT7Sa4uFtakcoKUZB,1,31,Transplants: Weigh On My Mind
12847,12847,0.9,0.381,117.43,0.0401,0.0558,0.00119,4.0,0.564,2,235360,-2.414,0.677,6C2MCGgNdVmtrZMIh3rZVY,1,34,The Cure: The Dream
12848,12848,0.931,0.182,142.407,0.0785,0.00099,0.0,4.0,0.271,1,125627,-6.81,0.373,46mPWQpvSFkXrr5nWoWW74,0,42,My Chemical Romance: Our Lady Of Sorrows
12849,12849,0.641,0.116,182.03,0.035,0.0843,0.000123,4.0,0.586,10,253653,-9.747,0.685,6lT9CiZAtxcHfRHokvOwXD,0,8,Switchblade Symphony: Therapy
12850,12850,0.374,0.0971,125.686,0.0318,0.261,0.0,4.0,0.631,0,95441,-10.332,0.841,7mUYraSql294U1IDOf9nPx,1,25,The Who: Tommy Can You Hear Me?
12851,12851,0.543,0.291,132.226,0.057,0.0105,0.0019,4.0,0.432,11,281400,-8.684,0.536,7KNnNM01ePw7Py0WdF9Gpg,0,29,At The Drive-In: Lopsided
12852,12852,0.844,0.36,89.149,0.0815,0.608,0.0,4.0,0.528,5,95867,-7.093,0.738,0IkinTXRKs9CXkOncy4ZKZ,1,26,Elvis Costello: Mystery Dance
12853,12853,0.988,0.395,95.936,0.118,0.00227,0.00918,4.0,0.426,4,241720,-5.696,0.366,259UpfomIaTr9PdBvR6R1c,0,32,Afi: Malleus Maleficarum
12854,12854,0.995,0.964,87.603,0.625,0.725,0.0,4.0,0.373,4,277480,-2.296,0.25,2FAhw9aXiASZbTdLkjjE0i,1,26,Dane Cook: Heist / Monkey
12855,12855,0.493,0.0906,139.871,0.0355,0.165,0.00249,4.0,0.534,7,206453,-8.303,0.149,1fDeTjRWrOvE5QzhHjJOfd,1,23,Remy Zero: Over The Rails & Hollywood High
12856,12856,0.805,0.0639,169.334,0.0661,0.25,3.61e-05,4.0,0.363,7,248200,-13.044,0.473,7KLRBe9yvG3d8aANVZYme6,1,24,R.E.M.: Life And How To Live It
12857,12857,0.68,0.317,120.026,0.0266,0.0598,0.0,4.0,0.683,2,246373,-7.696,0.553,0ccJboz2hGp3mC8RRzAvgK,1,29,Guster: Center Of Attention
12858,12858,0.969,0.213,97.995,0.0753,0.0124,0.194,4.0,0.377,9,168973,-6.045,0.319,79S4TfDGniaPwHlLgbdYXc,1,27,At The Drive-In: Schaffino
12859,12859,0.961,0.0759,157.588,0.0707,0.00075,0.000957,4.0,0.449,5,179293,-6.705,0.728,5Gh7uZTnZx3bpCyGaY7wpt,1,30,At The Drive-In: Chanbara
12860,12860,0.657,0.0906,151.549,0.197,0.00118,0.0032,4.0,0.421,1,149537,-8.802,0.511,5yw2wTEE2LG5WNbKtbYueV,1,17,Jack Off Jill: Lollirot
12861,12861,0.868,0.125,121.733,0.0931,6.86e-05,0.554,4.0,0.746,7,314573,-7.181,0.425,0Kv3NV97Pu1tdPfsifVlWm,1,21,White Zombie: Blur The Technicolor (Poker From Stud To Strip Mix)
12862,12862,0.285,0.123,130.95,0.339,0.0644,5.42e-05,4.0,0.871,7,207733,-12.768,0.794,4oUZkVTb7apjsy9ztCnADR,1,46,Bob Marley: Natural Mystic
12863,12863,0.143,0.124,109.562,0.031,0.907,0.299,3.0,0.521,9,419173,-15.386,0.0907,5Wj1LsuKos3wyQNnWZqJTz,0,35,Japan: Nightporter
12864,12864,0.541,0.25,150.035,0.0295,0.688,0.0169,4.0,0.649,9,229360,-7.031,0.969,4WDTJ9s32mKOs87YJ1ZFUx,0,59,Manu Chao: Mr Bobby
12865,12865,0.243,0.333,127.89,0.0665,0.906,0.636,3.0,0.192,11,404440,-23.801,0.0927,63y6D2MNwGCdM0Lf8poIye,1,12,Type O Negative: Glass Walls Of Limbo (Dance Mix)
12866,12866,0.834,0.0456,120.027,0.0298,0.000388,0.0,4.0,0.634,1,186760,-5.693,0.973,6NMKSJfN2WzXTZRhQl4g4z,1,29,Electric Six: Electric Demons In Love
12867,12867,0.949,0.678,100.015,0.282,0.162,0.0,4.0,0.698,1,241440,-6.791,0.755,1KJMBp8llpevkAIvpE7iU1,1,16,Danger Mouse & Jemini: Bush Boys
12868,12868,0.939,0.792,183.025,0.139,0.0017,0.77,4.0,0.211,6,241333,-8.166,0.329,5Bb5QwKIWPxX0RiPCxZNhF,0,1,Juno Reactor: Hule Lam
12869,12869,0.416,0.187,132.982,0.0418,0.231,0.0101,4.0,0.633,10,288933,-9.856,0.253,1xjP96xqA3rgsqmghu4muK,1,0,Christian Walz: One Time
12870,12870,0.604,0.136,98.982,0.0619,0.0661,0.000433,4.0,0.831,11,221440,-6.507,0.602,6t7JcobrG8uPND06S7ZJ0n,0,42,Orishas: Represent
12871,12871,0.466,0.0909,177.106,0.0441,0.738,0.0,4.0,0.351,0,458560,-7.931,0.297,3BNjqhcTEwozMfzX876qrm,1,45,Céline Dion: It'S All Coming Back To Me Now
12872,12872,0.852,0.103,185.951,0.0411,0.135,0.0,4.0,0.395,2,248067,-4.084,0.375,1jJn6iK6o2Vg7iUKHztRTk,1,50,Amaral: El Universo Sobre Mi
12873,12873,0.637,0.115,180.214,0.0432,0.192,1.22e-05,4.0,0.252,11,303573,-5.248,0.302,0d75lB41M6w6bGTEMcHyUG,0,15,L'Âme Immortelle: Fallen Angel
12874,12874,0.898,0.0987,130.105,0.05,0.00402,0.000181,4.0,0.488,10,294400,-3.455,0.127,0FFh5BJycUNeFO9jLc4UQg,1,3,Flowing Tears: Pitch Black Water
12875,12875,0.991,0.302,134.961,0.0618,1.28e-05,0.0101,4.0,0.513,1,253413,-6.454,0.323,1EDL7NlFCOmomoilnMlbsX,0,21,Hammerfall: Legacy Of Kings
12876,12876,0.901,0.612,90.982,0.0463,0.000531,2.04e-06,4.0,0.577,1,231445,-6.086,0.39,7o61vcVwbnSTRkFAs9O9Hw,1,47,Hammerfall: Hearts On Fire
12877,12877,0.936,0.154,105.036,0.0572,0.00187,3.67e-06,4.0,0.541,8,261695,-7.244,0.396,3N6Ml33qXa8Qc917LQjhUs,0,27,Hammerfall: Renegade
12878,12878,0.414,0.319,102.977,0.0259,0.528,6.8e-05,3.0,0.653,4,263533,-8.29,0.304,2oY2UFv6i0wwIpKREE5qJQ,0,20,Hammerfall: The Fallen One
12879,12879,0.728,0.112,126.058,0.0365,0.00112,0.0016,4.0,0.476,9,293560,-11.094,0.353,3FZfOpWpW0C1Y021Uvu8M0,1,19,Hammerfall: I Believe
12880,12880,0.929,0.38,139.957,0.108,8.74e-05,0.148,3.0,0.438,2,290413,-4.039,0.203,2ojyzUmMNwbIRqD0hgYT3t,1,28,Turisas: A Portage To The Unknown
12881,12881,0.879,0.126,79.875,0.0857,0.000111,0.422,4.0,0.127,7,282333,-5.77,0.254,5yvGEIQWLQBME5lNOY7CMG,1,23,Turisas: The Messenger
12882,12882,0.466,0.454,159.836,0.0293,0.00705,0.94,4.0,0.307,6,87800,-9.836,0.528,3vYFXPju1Fr2yT7q74jrkW,0,22,Turisas: Victoriae & Triumphi Dominus
12883,12883,0.959,0.382,122.806,0.0557,0.0704,1.8e-06,4.0,0.537,0,222707,-3.002,0.823,3KYiA4vq6RPO1dE2XROXd8,0,67,Bon Jovi: You Give Love A Bad Name
12884,12884,0.859,0.265,91.009,0.0387,0.000333,0.000155,4.0,0.477,0,280213,-8.625,0.614,13Ntmgf2zirinJEJy4s5jb,1,53,Helloween: I Want Out
12885,12885,0.92,0.268,187.308,0.0974,0.108,0.0,3.0,0.186,11,293533,-4.285,0.266,2vCeUjVSiPSeajJSqD4sv9,0,31,Within Temptation: See Who I Am
12886,12886,0.885,0.0788,111.016,0.0789,9.35e-05,0.00441,4.0,0.356,6,260640,-5.356,0.241,1wyO0R0koq7Jg4C0vx0oGQ,0,26,Blind Guardian: Turn The Page
12887,12887,0.853,0.101,129.663,0.182,0.000746,0.38,4.0,0.433,7,304173,-8.745,0.637,5U9TStUa0AcOJwfFRK3qbf,0,13,Deep Purple: Why Didn'T Rosemary
12888,12888,0.965,0.197,200.058,0.124,0.000117,0.169,4.0,0.253,1,474400,-4.981,0.141,5c0YVM8W1X2CmVsXpWodaa,0,30,Dragonforce: My Spirit Will Go On
12889,12889,0.93,0.311,131.865,0.0702,0.0022,0.00333,4.0,0.352,10,277973,-4.553,0.108,75T1HdcruynGzhliwY87dv,0,18,Blind Guardian: Another Stranger Me
12890,12890,0.944,0.398,96.073,0.0381,0.000108,4.16e-06,4.0,0.471,11,293000,-4.206,0.495,2u5Sff1289Gi1RFVV7t6w8,1,29,Avantasia: The Looking Glass
12891,12891,0.985,0.135,106.552,0.0921,0.000115,0.000807,4.0,0.335,4,472360,-2.383,0.199,5Z1fNpUSmmRseYFMlJldKo,0,45,Metallica: The End Of The Line
12892,12892,0.994,0.0898,189.891,0.109,0.000577,0.0018,4.0,0.251,5,428320,-2.29,0.349,1FNZq0NV4yymW1wEjIi2eY,1,41,Metallica: That Was Just Your Life
12893,12893,0.993,0.0962,199.915,0.199,0.000199,0.00182,4.0,0.262,5,301013,-1.27,0.266,20hFFeL5QykY9VWeV5RayW,0,45,Metallica: My Apocalypse
12894,12894,0.907,0.149,110.06,0.0358,4.82e-06,0.398,4.0,0.491,6,347013,-5.005,0.273,4iinSeqGFUWPHAi6LOVGXS,0,31,Sonata Arctica: Don'T Say A Word
12895,12895,0.695,0.32,99.979,0.0251,3.28e-05,0.0422,4.0,0.5,4,333867,-6.211,0.287,69EaCxh9s2nSQDd4xVKsLc,0,23,Sonata Arctica: Blinded No More
12896,12896,0.968,0.101,180.0,0.0346,4.18e-05,0.00181,4.0,0.516,7,264267,-4.433,0.582,3nxny5aoLI4m8o2y39C78d,1,13,Sonata Arctica: Die With Your Boots On
12897,12897,0.81,0.0773,145.993,0.0414,0.023,1.66e-06,4.0,0.419,1,304267,-4.713,0.25,2CVa52IocfOkNT1cCETtDw,0,31,Sonata Arctica: Replica
12898,12898,0.95,0.069,137.441,0.137,0.00343,0.000873,4.0,0.39,9,251507,-7.044,0.202,78baJLOHJFvjEswAYHT6Dv,0,26,Iron Maiden: Man On The Edge
12899,12899,0.902,0.256,146.499,0.0636,0.0411,0.0,4.0,0.28,9,283907,-5.981,0.539,0TtQnEjOm8FMWrtaT1eFku,1,29,Iron Maiden: Bring Your Daughter To The Slaughter
12900,12900,0.959,0.118,127.599,0.0603,8.52e-05,0.00182,4.0,0.331,7,204387,-5.243,0.651,1JHNexkVKJ1aypdDvRmrlr,0,33,Iron Maiden: Be Quick Or Be Dead
12901,12901,0.723,0.0867,131.863,0.118,0.0242,0.00213,4.0,0.38,9,397067,-10.026,0.137,6Nrk0UKQfPjTq6S6kjV9eH,1,18,Iron Maiden: The Edge Of Darkness
12902,12902,0.784,0.982,184.259,0.0648,0.216,6.58e-05,3.0,0.166,0,422667,-7.69,0.143,619d5W3Ow6HpwL6uEenO4e,1,17,Iron Maiden: Journeyman
